Pickup Punkte;Tour;Aufnahmedatum der Tour;geo_point_2d
"{""coordinates"": [9.40066438321259, 47.4353305956918], ""type"": ""Point""}";Tour 401;2016-03-10;47.4353305956918, 9.40066438321259
"{""coordinates"": [9.40110158330808, 47.4347539207193], ""type"": ""Point""}";Tour 401;2016-03-10;47.4347539207193, 9.40110158330808
"{""coordinates"": [9.38489567547416, 47.4336931069906], ""type"": ""Point""}";Tour 402;2016-03-10;47.4336931069906, 9.38489567547416
"{""coordinates"": [9.38827660013894, 47.4342711230678], ""type"": ""Point""}";Tour 402;2016-03-10;47.4342711230678, 9.38827660013894
"{""coordinates"": [9.38835706641419, 47.4370874427013], ""type"": ""Point""}";Tour 402;2016-03-10;47.4370874427013, 9.38835706641419
"{""coordinates"": [9.38856896093898, 47.4373851679197], ""type"": ""Point""}";Tour 402;2016-03-10;47.4373851679197, 9.38856896093898
"{""coordinates"": [9.38885461621609, 47.4377955459234], ""type"": ""Point""}";Tour 402;2016-03-10;47.4377955459234, 9.38885461621609
"{""coordinates"": [9.38941117461985, 47.438287731307], ""type"": ""Point""}";Tour 402;2016-03-10;47.438287731307, 9.38941117461985
"{""coordinates"": [9.39166825364043, 47.4398621880926], ""type"": ""Point""}";Tour 402;2016-03-10;47.4398621880926, 9.39166825364043
"{""coordinates"": [9.39221810652126, 47.4403275513844], ""type"": ""Point""}";Tour 402;2016-03-10;47.4403275513844, 9.39221810652126
"{""coordinates"": [9.39263384894335, 47.4408277833955], ""type"": ""Point""}";Tour 402;2016-03-10;47.4408277833955, 9.39263384894335
"{""coordinates"": [9.39225029303134, 47.440397288823], ""type"": ""Point""}";Tour 402;2016-03-10;47.440397288823, 9.39225029303134
"{""coordinates"": [9.39188148926982, 47.4400056862835], ""type"": ""Point""}";Tour 402;2016-03-10;47.4400056862835, 9.39188148926982
"{""coordinates"": [9.3903204435301, 47.4388979338943], ""type"": ""Point""}";Tour 402;2016-03-10;47.4388979338943, 9.3903204435301
"{""coordinates"": [9.39005356371723, 47.4386967682062], ""type"": ""Point""}";Tour 402;2016-03-10;47.4386967682062, 9.39005356371723
"{""coordinates"": [9.38895654016474, 47.4381321631749], ""type"": ""Point""}";Tour 402;2016-03-10;47.4381321631749, 9.38895654016474
"{""coordinates"": [9.39015682877044, 47.4371477924077], ""type"": ""Point""}";Tour 402;2016-03-10;47.4371477924077, 9.39015682877044
"{""coordinates"": [9.39120825476695, 47.4363672695379], ""type"": ""Point""}";Tour 402;2016-03-10;47.4363672695379, 9.39120825476695
"{""coordinates"": [9.38955064949695, 47.4345540961357], ""type"": ""Point""}";Tour 402;2016-03-10;47.4345540961357, 9.38955064949695
"{""coordinates"": [9.38432168271075, 47.4339666923265], ""type"": ""Point""}";Tour 402;2016-03-10;47.4339666923265, 9.38432168271075
"{""coordinates"": [9.38184868585162, 47.4318410415555], ""type"": ""Point""}";Tour 402;2016-03-10;47.4318410415555, 9.38184868585162
"{""coordinates"": [9.38130419738914, 47.4314548034343], ""type"": ""Point""}";Tour 402;2016-03-10;47.4314548034343, 9.38130419738914
"{""coordinates"": [9.37996443390634, 47.4310511309535], ""type"": ""Point""}";Tour 402;2016-03-10;47.4310511309535, 9.37996443390634
"{""coordinates"": [9.39287658887366, 47.436422254826], ""type"": ""Point""}";Tour 402;2016-03-10;47.436422254826, 9.39287658887366
"{""coordinates"": [9.39297717171772, 47.436422254826], ""type"": ""Point""}";Tour 402;2016-03-10;47.436422254826, 9.39297717171772
"{""coordinates"": [9.39204510402948, 47.4365335665067], ""type"": ""Point""}";Tour 402;2016-03-10;47.4365335665067, 9.39204510402948
"{""coordinates"": [9.391991459846, 47.436483945637], ""type"": ""Point""}";Tour 402;2016-03-10;47.436483945637, 9.391991459846
"{""coordinates"": [9.39188148926982, 47.4364303014535], ""type"": ""Point""}";Tour 402;2016-03-10;47.4364303014535, 9.39188148926982
"{""coordinates"": [9.39187076043314, 47.4372403286243], ""type"": ""Point""}";Tour 402;2016-03-10;47.4372403286243, 9.39187076043314
"{""coordinates"": [9.39245548203323, 47.4378290735381], ""type"": ""Point""}";Tour 402;2016-03-10;47.4378290735381, 9.39245548203323
"{""coordinates"": [9.39348410925174, 47.4387772344814], ""type"": ""Point""}";Tour 402;2016-03-10;47.4387772344814, 9.39348410925174
"{""coordinates"": [9.393372797571, 47.4390038811567], ""type"": ""Point""}";Tour 402;2016-03-10;47.4390038811567, 9.393372797571
"{""coordinates"": [9.39334731658383, 47.439331110676], ""type"": ""Point""}";Tour 402;2016-03-10;47.439331110676, 9.39334731658383
"{""coordinates"": [9.3935846920958, 47.4396663868228], ""type"": ""Point""}";Tour 402;2016-03-10;47.4396663868228, 9.3935846920958
"{""coordinates"": [9.39394679033438, 47.4400727415128], ""type"": ""Point""}";Tour 402;2016-03-10;47.4400727415128, 9.39394679033438
"{""coordinates"": [9.39448993769227, 47.4391433560338], ""type"": ""Point""}";Tour 402;2016-03-10;47.4391433560338, 9.39448993769227
"{""coordinates"": [9.39457710949046, 47.4378290735381], ""type"": ""Point""}";Tour 402;2016-03-10;47.4378290735381, 9.39457710949046
"{""coordinates"": [9.39469512669416, 47.4375018440188], ""type"": ""Point""}";Tour 402;2016-03-10;47.4375018440188, 9.39469512669416
"{""coordinates"": [9.39599465703932, 47.4367950819013], ""type"": ""Point""}";Tour 402;2016-03-10;47.4367950819013, 9.39599465703932
"{""coordinates"": [9.39543943974016, 47.4382126294501], ""type"": ""Point""}";Tour 402;2016-03-10;47.4382126294501, 9.39543943974016
"{""coordinates"": [9.39797010409654, 47.4396784567641], ""type"": ""Point""}";Tour 402;2016-03-10;47.4396784567641, 9.39797010409654
"{""coordinates"": [9.39603623128153, 47.439607378221], ""type"": ""Point""}";Tour 402;2016-03-10;47.439607378221, 9.39603623128153
"{""coordinates"": [9.39326282699483, 47.4406252766028], ""type"": ""Point""}";Tour 402;2016-03-10;47.4406252766028, 9.39326282699483
"{""coordinates"": [9.39183991502762, 47.4384580515896], ""type"": ""Point""}";Tour 402;2016-03-10;47.4384580515896, 9.39183991502762
"{""coordinates"": [9.39158376405143, 47.4379564784739], ""type"": ""Point""}";Tour 402;2016-03-10;47.4379564784739, 9.39158376405143
"{""coordinates"": [9.38609059966151, 47.4353976509212], ""type"": ""Point""}";Tour 402;2016-03-10;47.4353976509212, 9.38609059966151
"{""coordinates"": [9.38856896093898, 47.4357342681726], ""type"": ""Point""}";Tour 402;2016-03-10;47.4357342681726, 9.38856896093898
"{""coordinates"": [9.38691940229651, 47.4356833061983], ""type"": ""Point""}";Tour 402;2016-03-10;47.4356833061983, 9.38691940229651
"{""coordinates"": [9.38733782692776, 47.435885812991], ""type"": ""Point""}";Tour 402;2016-03-10;47.435885812991, 9.38733782692776
"{""coordinates"": [9.38734185024154, 47.4358844718864], ""type"": ""Point""}";Tour 402;2016-03-10;47.4358844718864, 9.38734185024154
"{""coordinates"": [9.38814517188936, 47.4366314671416], ""type"": ""Point""}";Tour 402;2016-03-10;47.4366314671416, 9.38814517188936
"{""coordinates"": [9.38825380136095, 47.4365898928994], ""type"": ""Point""}";Tour 402;2016-03-10;47.4365898928994, 9.38825380136095
"{""coordinates"": [9.38889753156289, 47.4368581138169], ""type"": ""Point""}";Tour 402;2016-03-10;47.4368581138169, 9.38889753156289
"{""coordinates"": [9.3892596298015, 47.4372845850756], ""type"": ""Point""}";Tour 402;2016-03-10;47.4372845850756, 9.3892596298015
"{""coordinates"": [9.39409833515276, 47.4411952460524], ""type"": ""Point""}";Tour 402;2016-03-10;47.4411952460524, 9.39409833515276
"{""coordinates"": [9.39551320049245, 47.4433302845556], ""type"": ""Point""}";Tour 402;2016-03-10;47.4433302845556, 9.39551320049245
"{""coordinates"": [9.39614486075311, 47.4439284172015], ""type"": ""Point""}";Tour 402;2016-03-10;47.4439284172015, 9.39614486075311
"{""coordinates"": [9.39806398141766, 47.4486598341858], ""type"": ""Point""}";Tour 402;2016-03-10;47.4486598341858, 9.39806398141766
"{""coordinates"": [9.3978453813699, 47.4495342343768], ""type"": ""Point""}";Tour 402;2016-03-10;47.4495342343768, 9.3978453813699
"{""coordinates"": [9.3954877195053, 47.4434496428638], ""type"": ""Point""}";Tour 402;2016-03-10;47.4434496428638, 9.3954877195053
"{""coordinates"": [9.3950733181878, 47.4429936673041], ""type"": ""Point""}";Tour 402;2016-03-10;47.4429936673041, 9.3950733181878
"{""coordinates"": [9.39436789717482, 47.4428716267867], ""type"": ""Point""}";Tour 402;2016-03-10;47.4428716267867, 9.39436789717482
"{""coordinates"": [9.39602684354941, 47.4466468362002], ""type"": ""Point""}";Tour 402;2016-03-10;47.4466468362002, 9.39602684354941
"{""coordinates"": [9.39605232453658, 47.4467782644497], ""type"": ""Point""}";Tour 402;2016-03-10;47.4467782644497, 9.39605232453658
"{""coordinates"": [9.39619179941366, 47.4475333063324], ""type"": ""Point""}";Tour 402;2016-03-10;47.4475333063324, 9.39619179941366
"{""coordinates"": [9.39638223626508, 47.4484305053014], ""type"": ""Point""}";Tour 402;2016-03-10;47.4484305053014, 9.39638223626508
"{""coordinates"": [9.39104464000729, 47.4398487770467], ""type"": ""Point""}";Tour 402;2016-03-10;47.4398487770467, 9.39104464000729
"{""coordinates"": [9.39076569025312, 47.4309009272397], ""type"": ""Point""}";Tour 403;2016-03-10;47.4309009272397, 9.39076569025312
"{""coordinates"": [9.39023997725488, 47.4324686785024], ""type"": ""Point""}";Tour 403;2016-03-10;47.4324686785024, 9.39023997725488
"{""coordinates"": [9.38797082829302, 47.4319738109096], ""type"": ""Point""}";Tour 403;2016-03-10;47.4319738109096, 9.38797082829302
"{""coordinates"": [9.37842886915379, 47.4266858355216], ""type"": ""Point""}";Tour 403;2016-03-10;47.4266858355216, 9.37842886915379
"{""coordinates"": [9.38264396087195, 47.4287055390302], ""type"": ""Point""}";Tour 403;2016-03-10;47.4287055390302, 9.38264396087195
"{""coordinates"": [9.38597258245781, 47.4290609317458], ""type"": ""Point""}";Tour 403;2016-03-10;47.4290609317458, 9.38597258245781
"{""coordinates"": [9.38668470899373, 47.4295142250964], ""type"": ""Point""}";Tour 403;2016-03-10;47.4295142250964, 9.38668470899373
"{""coordinates"": [9.38415538574191, 47.4306058842305], ""type"": ""Point""}";Tour 403;2016-03-10;47.4306058842305, 9.38415538574191
"{""coordinates"": [9.38094880467349, 47.4299702006561], ""type"": ""Point""}";Tour 403;2016-03-10;47.4299702006561, 9.38094880467349
"{""coordinates"": [9.37957014915764, 47.4299514251918], ""type"": ""Point""}";Tour 403;2016-03-10;47.4299514251918, 9.37957014915764
"{""coordinates"": [9.38232611908472, 47.4294981318413], ""type"": ""Point""}";Tour 403;2016-03-10;47.4294981318413, 9.38232611908472
"{""coordinates"": [9.3820297349709, 47.4293036716761], ""type"": ""Point""}";Tour 403;2016-03-10;47.4293036716761, 9.3820297349709
"{""coordinates"": [9.37835510840148, 47.428358192942], ""type"": ""Point""}";Tour 403;2016-03-10;47.428358192942, 9.37835510840148
"{""coordinates"": [9.39398434126284, 47.4334087928181], ""type"": ""Point""}";Tour 403;2016-03-10;47.4334087928181, 9.39398434126284
"{""coordinates"": [9.39499016970336, 47.4335107167668], ""type"": ""Point""}";Tour 403;2016-03-10;47.4335107167668, 9.39499016970336
"{""coordinates"": [9.39613279081183, 47.4348129293211], ""type"": ""Point""}";Tour 403;2016-03-10;47.4348129293211, 9.39613279081183
"{""coordinates"": [9.3968703983349, 47.4345996936917], ""type"": ""Point""}";Tour 403;2016-03-10;47.4345996936917, 9.3968703983349
"{""coordinates"": [9.39723786099182, 47.4347686728697], ""type"": ""Point""}";Tour 403;2016-03-10;47.4347686728697, 9.39723786099182
"{""coordinates"": [9.39765494451851, 47.4340887328439], ""type"": ""Point""}";Tour 403;2016-03-10;47.4340887328439, 9.39765494451851
"{""coordinates"": [9.39502369731807, 47.43250891164], ""type"": ""Point""}";Tour 403;2016-03-10;47.43250891164, 9.39502369731807
"{""coordinates"": [9.397347831568, 47.4331164320181], ""type"": ""Point""}";Tour 403;2016-03-10;47.4331164320181, 9.397347831568
"{""coordinates"": [9.39726736529275, 47.4332009216071], ""type"": ""Point""}";Tour 403;2016-03-10;47.4332009216071, 9.39726736529275
"{""coordinates"": [9.39807202804519, 47.4332800467777], ""type"": ""Point""}";Tour 403;2016-03-10;47.4332800467777, 9.39807202804519
"{""coordinates"": [9.39514037341715, 47.4312710721058], ""type"": ""Point""}";Tour 403;2016-03-10;47.4312710721058, 9.39514037341715
"{""coordinates"": [9.3930522735746, 47.4310350376985], ""type"": ""Point""}";Tour 403;2016-03-10;47.4310350376985, 9.3930522735746
"{""coordinates"": [9.39386900626832, 47.4313837248912], ""type"": ""Point""}";Tour 403;2016-03-10;47.4313837248912, 9.39386900626832
"{""coordinates"": [9.39396556579862, 47.4315017420949], ""type"": ""Point""}";Tour 403;2016-03-10;47.4315017420949, 9.39396556579862
"{""coordinates"": [9.39351629576183, 47.4321427900876], ""type"": ""Point""}";Tour 403;2016-03-10;47.4321427900876, 9.39351629576183
"{""coordinates"": [9.39323466379849, 47.4323895533317], ""type"": ""Point""}";Tour 403;2016-03-10;47.4323895533317, 9.39323466379849
"{""coordinates"": [9.39375635348298, 47.432671185295], ""type"": ""Point""}";Tour 403;2016-03-10;47.432671185295, 9.39375635348298
"{""coordinates"": [9.39293157416174, 47.4319134612032], ""type"": ""Point""}";Tour 403;2016-03-10;47.4319134612032, 9.39293157416174
"{""coordinates"": [9.39249705627543, 47.4321280379372], ""type"": ""Point""}";Tour 403;2016-03-10;47.4321280379372, 9.39249705627543
"{""coordinates"": [9.39200889420562, 47.4320234317794], ""type"": ""Point""}";Tour 403;2016-03-10;47.4320234317794, 9.39200889420562
"{""coordinates"": [9.3922999139011, 47.4323265214161], ""type"": ""Point""}";Tour 403;2016-03-10;47.4323265214161, 9.3922999139011
"{""coordinates"": [9.41512014955998, 47.4372537396702], ""type"": ""Point""}";Tour 403;2016-03-10;47.4372537396702, 9.41512014955998
"{""coordinates"": [9.41832807173301, 47.446536865624], ""type"": ""Point""}";Tour 403;2016-03-10;47.446536865624, 9.41832807173301
"{""coordinates"": [9.4186056803826, 47.4462069538955], ""type"": ""Point""}";Tour 403;2016-03-10;47.4462069538955, 9.4186056803826
"{""coordinates"": [9.41811349499903, 47.445776459323], ""type"": ""Point""}";Tour 403;2016-03-10;47.445776459323, 9.41811349499903
"{""coordinates"": [9.4161702344519, 47.4432390894436], ""type"": ""Point""}";Tour 403;2016-03-10;47.4432390894436, 9.4161702344519
"{""coordinates"": [9.4156928012188, 47.4428515102179], ""type"": ""Point""}";Tour 403;2016-03-10;47.4428515102179, 9.4156928012188
"{""coordinates"": [9.40011587143636, 47.4336810370494], ""type"": ""Point""}";Tour 501;2016-03-04;47.4336810370494, 9.40011587143636
"{""coordinates"": [9.40492909580047, 47.4367199800444], ""type"": ""Point""}";Tour 501;2016-03-04;47.4367199800444, 9.40492909580047
"{""coordinates"": [9.41570353005548, 47.4441523816676], ""type"": ""Point""}";Tour 501;2016-03-04;47.4441523816676, 9.41570353005548
"{""coordinates"": [9.41645857193819, 47.444733079954], ""type"": ""Point""}";Tour 501;2016-03-04;47.444733079954, 9.41645857193819
"{""coordinates"": [9.41204499674112, 47.4414916301663], ""type"": ""Point""}";Tour 501;2016-03-04;47.4414916301663, 9.41204499674112
"{""coordinates"": [9.40524023206473, 47.4367548487636], ""type"": ""Point""}";Tour 501;2016-03-04;47.4367548487636, 9.40524023206473
"{""coordinates"": [9.40598588621532, 47.4367079101031], ""type"": ""Point""}";Tour 501;2016-03-04;47.4367079101031, 9.40598588621532
"{""coordinates"": [9.40734442516234, 47.4366596303379], ""type"": ""Point""}";Tour 501;2016-03-04;47.4366596303379, 9.40734442516234
"{""coordinates"": [9.40929707344156, 47.4364624879636], ""type"": ""Point""}";Tour 501;2016-03-04;47.4364624879636, 9.40929707344156
"{""coordinates"": [9.41166144082914, 47.4363391063415], ""type"": ""Point""}";Tour 501;2016-03-04;47.4363391063415, 9.41166144082914
"{""coordinates"": [9.40355982801674, 47.435840215435], ""type"": ""Point""}";Tour 501;2016-03-04;47.435840215435, 9.40355982801674
"{""coordinates"": [9.4030126573451, 47.4354982337653], ""type"": ""Point""}";Tour 501;2016-03-04;47.4354982337653, 9.4030126573451
"{""coordinates"": [9.41970672724884, 47.4386645816961], ""type"": ""Point""}";Tour 501;2016-03-04;47.4386645816961, 9.41970672724884
"{""coordinates"": [9.41957395789467, 47.4380248748079], ""type"": ""Point""}";Tour 501;2016-03-04;47.4380248748079, 9.41957395789467
"{""coordinates"": [9.41814568150912, 47.4360011479855], ""type"": ""Point""}";Tour 501;2016-03-04;47.4360011479855, 9.41814568150912
"{""coordinates"": [9.41629898049229, 47.4343408605064], ""type"": ""Point""}";Tour 501;2016-03-04;47.4343408605064, 9.41629898049229
"{""coordinates"": [9.41704329353828, 47.4344937464293], ""type"": ""Point""}";Tour 501;2016-03-04;47.4344937464293, 9.41704329353828
"{""coordinates"": [9.41836964597522, 47.435394968712], ""type"": ""Point""}";Tour 501;2016-03-04;47.435394968712, 9.41836964597522
"{""coordinates"": [9.418880606823, 47.4364235959306], ""type"": ""Point""}";Tour 501;2016-03-04;47.4364235959306, 9.418880606823
"{""coordinates"": [9.41505711764438, 47.4356350264332], ""type"": ""Point""}";Tour 501;2016-03-04;47.4356350264332, 9.41505711764438
"{""coordinates"": [9.41508662194531, 47.4364007971526], ""type"": ""Point""}";Tour 501;2016-03-04;47.4364007971526, 9.41508662194531
"{""coordinates"": [9.40992471038845, 47.4357584080552], ""type"": ""Point""}";Tour 501;2016-03-04;47.4357584080552, 9.40992471038845
"{""coordinates"": [9.40495189457846, 47.4360051712993], ""type"": ""Point""}";Tour 501;2016-03-04;47.4360051712993, 9.40495189457846
"{""coordinates"": [9.38332255979316, 47.4270211116684], ""type"": ""Point""}";Tour 502;2016-03-11;47.4270211116684, 9.38332255979316
"{""coordinates"": [9.38645538010928, 47.4281744616136], ""type"": ""Point""}";Tour 502;2016-03-11;47.4281744616136, 9.38645538010928
"{""coordinates"": [9.39173664997438, 47.4304409283662], ""type"": ""Point""}";Tour 502;2016-03-11;47.4304409283662, 9.39173664997438
"{""coordinates"": [9.39188953589735, 47.4304892081314], ""type"": ""Point""}";Tour 502;2016-03-11;47.4304892081314, 9.39188953589735
"{""coordinates"": [9.39170178125511, 47.4292768495844], ""type"": ""Point""}";Tour 502;2016-03-11;47.4292768495844, 9.39170178125511
