Monat_Jahr;Abfallfraktion;Unterkategorie;Entsorgungsart;Abfuhrgebiet;Annahmestelle;Deponie Anlieferung;Gewicht in kg;Gewicht in t
2020-01;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;2800.0;2.8
2020-08;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;1520.0;1.52
2020-09;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;5280.0;5.28
2021-02;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;440.0;0.44
2021-05;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;1850.0;1.85
2021-08;Grüngut;;Annahmestelle;;Deponie Tüfentobel;Privatanlieferer;3650.0;3.65
2015-01;Karton;;Strassensammlung;G;;;7720.0;7.72
2015-01;Karton;;Strassensammlung;F;;;8780.0;8.78
2015-01;Karton;;Strassensammlung;H;;;6160.0;6.16
2015-01;Karton;;Strassensammlung;K;;;5450.0;5.45
2015-01;Papier;;Strassensammlung;E;;;33900.0;33.9
2015-01;Papier;;Strassensammlung;C;;;14440.0;14.44
2015-02;Papier;;Strassensammlung;F;;;22210.0;22.21
2015-02;Papier;;Strassensammlung;A;;;7850.0;7.85
2015-02;Papier;;Strassensammlung;B;;;10270.0;10.27
2015-02;Papier;;Strassensammlung;E;;;16940.0;16.94
2015-03;Karton;;Strassensammlung;L;;;16520.0;16.52
2015-03;Karton;;Strassensammlung;F;;;9520.0;9.52
2015-03;Karton;;Strassensammlung;K;;;5110.0;5.11
2015-03;Papier;;Strassensammlung;C;;;18820.0;18.82
2015-04;Papier;;Strassensammlung;B;;;21500.0;21.5
2015-04;Papier;;Strassensammlung;F;;;12540.0;12.54
2015-05;Papier;;Strassensammlung;B;;;12270.0;12.27
2015-05;Karton;;Strassensammlung;C;;;4960.0;4.96
2015-05;Karton;;Strassensammlung;K;;;5130.0;5.13
2015-05;Papier;;Strassensammlung;C;;;13260.0;13.26
2015-05;Papier;;Strassensammlung;I;;;15250.0;15.25
2015-05;Papier;;Strassensammlung;D;;;17900.0;17.9
2015-05;Papier;;Strassensammlung;K;;;19760.0;19.76
2015-06;Papier;;Strassensammlung;G;;;7140.0;7.14
2015-06;Papier;;Strassensammlung;C;;;8720.0;8.72
2015-06;Papier;;Strassensammlung;K;;;9360.0;9.36
2015-06;Papier;;Strassensammlung;H;;;9190.0;9.19
2015-06;Karton;;Strassensammlung;E;;;9200.0;9.2
2015-07;Karton;;Strassensammlung;K;;;4790.0;4.79
2015-07;Karton;;Strassensammlung;B;;;8250.0;8.25
2015-08;Papier;;Strassensammlung;D;;;7340.0;7.34
2015-08;Papier;;Strassensammlung;G;;;6760.0;6.76
2015-08;Papier;;Strassensammlung;B;;;9840.0;9.84
2015-08;Karton;;Strassensammlung;A;;;3850.0;3.85
2015-09;Papier;;Strassensammlung;E;;;28030.0;28.03
2015-09;Papier;;Strassensammlung;A;;;8040.0;8.04
2015-10;Papier;;Strassensammlung;B;;;10920.0;10.92
2015-10;Papier;;Strassensammlung;E;;;17980.0;17.98
2015-10;Papier;;Strassensammlung;G;;;7500.0;7.5
2015-10;Papier;;Strassensammlung;D;;;10910.0;10.91
2015-10;Papier;;Strassensammlung;B;;;9490.0;9.49
2015-10;Karton;;Strassensammlung;E;;;9830.0;9.83
2015-10;Karton;;Strassensammlung;G;;;5920.0;5.92
2015-10;Karton;;Strassensammlung;H;;;4810.0;4.81
2015-11;Papier;;Strassensammlung;G;;;15390.0;15.39
2015-11;Papier;;Strassensammlung;L;;;24340.0;24.34
2015-11;Papier;;Strassensammlung;H;;;19510.0;19.51
2015-11;Papier;;Strassensammlung;C;;;8980.0;8.98
2015-11;Papier;;Strassensammlung;H;;;7940.0;7.94
2015-12;Karton;;Strassensammlung;G;;;5390.0;5.39
2015-12;Karton;;Strassensammlung;F;;;9300.0;9.3
2015-12;Karton;;Strassensammlung;K;;;5190.0;5.19
2015-12;Karton;;Strassensammlung;B;;;7310.0;7.31
2015-12;Papier;;Strassensammlung;A;;;10590.0;10.59
2016-01;Papier;;Strassensammlung;D;;;15740.0;15.74
2016-01;Papier;;Strassensammlung;G;;;7610.0;7.61
2016-01;Papier;;Strassensammlung;C;;;7240.0;7.24
2016-01;Papier;;Strassensammlung;I;;;8450.0;8.45
2016-01;Papier;;Strassensammlung;E;;;15810.0;15.81
2016-01;Papier;;Strassensammlung;L;;;20040.0;20.04
2016-01;Papier;;Strassensammlung;I;;;7230.0;7.23
2016-01;Papier;;Strassensammlung;A;;;7910.0;7.91
2016-02;Papier;;Strassensammlung;F;;;13500.0;13.5
2016-02;Papier;;Strassensammlung;B;;;10740.0;10.74
2016-02;Karton;;Strassensammlung;L;;;16500.0;16.5
2016-02;Papier;;Strassensammlung;E;;;34380.0;34.38
2016-02;Papier;;Strassensammlung;C;;;13180.0;13.18
2016-02;Papier;;Strassensammlung;F;;;28880.0;28.88
2016-03;Papier;;Strassensammlung;C;;;7660.0;7.66
2016-03;Papier;;Strassensammlung;H;;;11010.0;11.01
2016-03;Papier;;Strassensammlung;I;;;9610.0;9.61
2016-04;Papier;;Strassensammlung;B;;;11340.0;11.34
2016-04;Karton;;Strassensammlung;G;;;6940.0;6.94
2016-04;Karton;;Strassensammlung;L;;;16330.0;16.33
2016-04;Karton;;Strassensammlung;A;;;5280.0;5.28
2016-04;Papier;;Strassensammlung;A;;;15490.0;15.49
2016-05;Papier;;Strassensammlung;I;;;6320.0;6.32
2016-05;Karton;;Strassensammlung;G;;;7510.0;7.51
2016-06;Karton;;Strassensammlung;L;;;13860.0;13.86
2016-06;Karton;;Strassensammlung;H;;;4160.0;4.16
2016-06;Papier;;Strassensammlung;E;;;31920.0;31.92
2016-06;Papier;;Strassensammlung;B;;;17420.0;17.42
2016-07;Papier;;Strassensammlung;B;;;9450.0;9.45
2016-07;Karton;;Strassensammlung;A;;;3310.0;3.31
2016-07;Karton;;Strassensammlung;F;;;6200.0;6.2
2016-08;Papier;;Strassensammlung;F;;;16740.0;16.74
2016-08;Papier;;Strassensammlung;H;;;8720.0;8.72
2016-08;Papier;;Strassensammlung;C;;;6710.0;6.71
2016-08;Papier;;Strassensammlung;A;;;5520.0;5.52
2016-08;Karton;;Strassensammlung;E;;;8140.0;8.14
2016-09;Karton;;Strassensammlung;K;;;4200.0;4.2
2016-09;Papier;;Strassensammlung;G;;;12740.0;12.74
2016-09;Papier;;Strassensammlung;H;;;16110.0;16.11
2016-09;Papier;;Strassensammlung;D;;;16530.0;16.53
2016-09;Papier;;Strassensammlung;H;;;7860.0;7.86
2016-09;Papier;;Strassensammlung;D;;;9810.0;9.81
2016-09;Papier;;Strassensammlung;K;;;8650.0;8.65
2016-10;Papier;;Strassensammlung;L;;;22140.0;22.14
2016-10;Karton;;Strassensammlung;K;;;3610.0;3.61
2016-10;Karton;;Strassensammlung;L;;;15320.0;15.32
2016-10;Papier;;Strassensammlung;A;;;14280.0;14.28
2016-10;Papier;;Strassensammlung;F;;;26900.0;26.9
2016-10;Papier;;Strassensammlung;D;;;17530.0;17.53
2016-10;Papier;;Strassensammlung;K;;;18530.0;18.53
2016-11;Papier;;Strassensammlung;C;;;8080.0;8.08
2016-11;Papier;;Strassensammlung;I;;;8050.0;8.05
2016-11;Papier;;Strassensammlung;D;;;9670.0;9.67
2016-11;Papier;;Strassensammlung;B;;;10300.0;10.3
2016-11;Karton;;Strassensammlung;I;;;4750.0;4.75
2016-11;Karton;;Strassensammlung;A;;;4030.0;4.03
2016-11;Karton;;Strassensammlung;K;;;3970.0;3.97
2016-12;Papier;;Strassensammlung;H;;;17270.0;17.27
2016-12;Papier;;Strassensammlung;B;;;22720.0;22.72
2016-12;Papier;;Strassensammlung;G;;;6920.0;6.92
2016-12;Papier;;Strassensammlung;C;;;8240.0;8.24
2016-12;Papier;;Strassensammlung;K;;;7870.0;7.87
2016-12;Karton;;Strassensammlung;C;;;3240.0;3.24
2017-01;Karton;;Strassensammlung;F;;;7600.0;7.6
2017-01;Papier;;Strassensammlung;E;;;26800.0;26.8
2017-01;Karton;;Strassensammlung;L;;;16510.0;16.51
2017-01;Papier;;Strassensammlung;I;;;6680.0;6.68
2017-02;Karton;;Strassensammlung;C;;;4520.0;4.52
2017-03;Papier;;Strassensammlung;D;;;16560.0;16.56
2017-03;Papier;;Strassensammlung;K;;;16790.0;16.79
2017-03;Papier;;Strassensammlung;G;;;4950.0;4.95
2017-03;Papier;;Strassensammlung;B;;;9400.0;9.4
2017-03;Papier;;Strassensammlung;L;;;20130.0;20.13
2017-03;Karton;;Strassensammlung;I;;;5000.0;5.0
2017-04;Papier;;Strassensammlung;E;;;34980.0;34.98
2017-04;Karton;;Strassensammlung;L;;;15700.0;15.7
2017-04;Papier;;Strassensammlung;C;;;5550.0;5.55
2017-04;Papier;;Strassensammlung;L;;;16470.0;16.47
2017-05;Karton;;Strassensammlung;C;;;3720.0;3.72
2017-05;Karton;;Strassensammlung;I;;;4510.0;4.51
2017-05;Karton;;Strassensammlung;B;;;6570.0;6.57
2017-05;Papier;;Strassensammlung;E;;;32270.0;32.27
2017-05;Papier;;Strassensammlung;G;;;13830.0;13.83
2017-05;Papier;;Strassensammlung;B;;;18030.0;18.03
2017-06;Karton;;Strassensammlung;F;;;7640.0;7.64
2017-06;Karton;;Strassensammlung;H;;;3020.0;3.02
2017-06;Karton;;Strassensammlung;D;;;3750.0;3.75
2017-06;Papier;;Strassensammlung;I;;;13150.0;13.15
2017-07;Papier;;Strassensammlung;F;;;22970.0;22.97
2017-07;Papier;;Strassensammlung;C;;;6200.0;6.2
2017-07;Papier;;Strassensammlung;A;;;6540.0;6.54
2017-07;Papier;;Strassensammlung;D;;;5980.0;5.98
2017-07;Karton;;Strassensammlung;E;;;8330.0;8.33
2017-07;Karton;;Strassensammlung;I;;;3580.0;3.58
2017-07;Karton;;Strassensammlung;F;;;5820.0;5.82
2017-08;Papier;;Strassensammlung;G;;;8230.0;8.23
2017-08;Papier;;Strassensammlung;L;;;13760.0;13.76
2017-08;Papier;;Strassensammlung;A;;;9190.0;9.19
2017-08;Papier;;Strassensammlung;B;;;14360.0;14.36
2017-08;Papier;;Strassensammlung;A;;;7470.0;7.47
2017-08;Papier;;Strassensammlung;F;;;11020.0;11.02
2017-08;Papier;;Strassensammlung;K;;;7650.0;7.65
2017-09;Karton;;Strassensammlung;I;;;4140.0;4.14
2017-09;Papier;;Strassensammlung;K;;;16510.0;16.51
2017-10;Papier;;Strassensammlung;G;;;10670.0;10.67
2017-10;Papier;;Strassensammlung;F;;;11280.0;11.28
2017-10;Papier;;Strassensammlung;H;;;6420.0;6.42
2017-10;Papier;;Strassensammlung;B;;;8380.0;8.38
2017-10;Karton;;Strassensammlung;I;;;4130.0;4.13
2017-11;Papier;;Strassensammlung;K;;;16760.0;16.76
2017-12;Karton;;Strassensammlung;L;;;21830.0;21.83
2017-12;Papier;;Strassensammlung;H;;;15030.0;15.03
2018-01;Karton;;Strassensammlung;C;;;4990.0;4.99
2018-01;Karton;;Strassensammlung;K;;;3720.0;3.72
2018-02;Papier;;Strassensammlung;E;;;14290.0;14.29
2018-02;Karton;;Strassensammlung;E;;;8730.0;8.73
2018-02;Karton;;Strassensammlung;C;;;3680.0;3.68
2018-03;Papier;;Strassensammlung;C;;;5670.0;5.67
2018-05;Papier;;Strassensammlung;G;;;4940.0;4.94
2018-06;Papier;;Strassensammlung;B;;;16950.0;16.95
2018-07;Karton;;Strassensammlung;H;;;3540.0;3.54
2018-09;Papier;;Strassensammlung;C;;;6050.0;6.05
2018-09;Papier;;Strassensammlung;D;;;6750.0;6.75
2018-10;Papier;;Strassensammlung;F;;;20000.0;20.0
2018-10;Karton;;Strassensammlung;G;;;4110.0;4.11
2018-11;Papier;;Strassensammlung;C;;;12250.0;12.25
2018-11;Karton;;Strassensammlung;L;;;14650.0;14.65
2018-11;Papier;;Strassensammlung;K;;;14250.0;14.25
2018-12;Papier;;Strassensammlung;K;;;9250.0;9.25
2018-12;Karton;;Strassensammlung;D;;;4210.0;4.21
2018-12;Papier;;Strassensammlung;E;;;19600.0;19.6
2018-12;Papier;;Strassensammlung;F;;;15920.0;15.92
2019-01;Karton;;Strassensammlung;L;;;8960.0;8.96
2019-02;Papier;;Strassensammlung;K;;;11080.0;11.08
2019-02;Papier;;Strassensammlung;G;;;5650.0;5.65
2019-03;Karton;;Strassensammlung;I;;;4390.0;4.39
2019-03;Karton;;Strassensammlung;H;;;3160.0;3.16
2019-03;Papier;;Strassensammlung;B;;;16900.0;16.9
2019-04;Karton;;Strassensammlung;L;;;14210.0;14.21
2019-04;Karton;;Strassensammlung;G;;;4200.0;4.2
2019-04;Karton;;Strassensammlung;D;;;4190.0;4.19
2019-05;Karton;;Strassensammlung;L;;;12350.0;12.35
2019-05;Papier;;Strassensammlung;F;;;11520.0;11.52
2019-06;Papier;;Strassensammlung;K;;;10910.0;10.91
2020-03;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;31.0;0.031
2021-09;Sonderabfall;Spraydosen;Annahmestelle;;Apotheken / Drogerien;;34.0;0.034
2015-10;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;16.0;0.016
2016-07;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-08;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2017-03;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;40.0;0.04
2017-10;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-08;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-05;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-10;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-11;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2020-01;Sonderabfall;Säuren;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2015-01;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-07;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2016-01;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;25.0;0.025
2016-08;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2017-04;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2017-08;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2017-09;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-05;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-02;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-05;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-07;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-11;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2019-12;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-02;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-03;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2020-06;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2020-12;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-01;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-02;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-04;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2021-07;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
2021-08;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2021-12;Sonderabfall;Laugen;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-05;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;44.0;0.044
2015-08;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
2015-09;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
2015-10;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2015-11;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2015-12;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
2016-01;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-05;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;16.0;0.016
2016-07;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
2016-08;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-12;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
2017-02;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2017-07;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2017-11;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
2018-05;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2018-06;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;19.0;0.019
2018-07;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;30.0;0.03
2018-08;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2019-05;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;35.0;0.035
2020-01;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2020-02;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-05;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;28.0;0.028
2020-09;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
2020-10;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;6.0;0.006
2020-12;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
2021-02;Sonderabfall;Pestizide;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-11;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2016-06;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
2016-07;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2016-11;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;60.0;0.06
2017-03;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;36.0;0.036
2017-05;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;22.0;0.022
2017-10;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;28.0;0.028
2018-02;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;17.0;0.017
2018-04;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
2018-06;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;22.0;0.022
2019-10;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;84.0;0.084
2020-01;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-05;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2020-07;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;8.0;0.008
2020-08;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;38.0;0.038
2020-09;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
2020-11;Sonderabfall;Lösungsmittel;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
2015-09;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2015-10;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;39.0;0.039
2015-11;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;19.0;0.019
2016-02;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-07;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;49.0;0.049
2016-11;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-02;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;48.0;0.048
2018-08;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;40.0;0.04
2019-05;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;68.0;0.068
2019-08;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-12;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;23.0;0.023
2020-01;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-02;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-03;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;74.0;0.074
2020-07;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;28.0;0.028
2020-09;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-11;Sonderabfall;Farben mit Lömi;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
2015-05;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;14.0;0.014
2015-06;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-05;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2017-01;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;48.0;0.048
2020-04;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2020-05;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2020-11;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2021-01;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2021-07;Sonderabfall;Farben wässrig;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2015-02;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-04;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2015-09;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2015-12;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;11.0;0.011
2016-05;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;19.0;0.019
2016-07;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2017-04;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;60.0;0.06
2017-10;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2018-01;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2018-02;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;19.0;0.019
2018-05;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;35.0;0.035
2018-08;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;40.0;0.04
2019-01;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;20.0;0.02
2019-03;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-08;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;9.0;0.009
2020-02;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;14.0;0.014
2020-09;Sonderabfall;Wässrige Lösung;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
2015-01;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2015-02;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-03;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-06;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-12;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
2016-01;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;13.0;0.013
2016-06;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2016-12;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;7.0;0.007
2017-03;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;15.0;0.015
2017-09;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2017-11;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2018-07;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;12.0;0.012
2018-08;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2018-09;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;18.0;0.018
2019-02;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2019-05;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;10.0;0.01
2019-09;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;4.0;0.004
2020-05;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2020-07;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2020-12;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2021-02;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;16.0;0.016
2021-05;Sonderabfall;Fett + Öl;Annahmestelle;;Apotheken / Drogerien;;3.0;0.003
2015-02;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;0.0;0.0
2015-08;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;2.0;0.002
2015-10;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;5.0;0.005
2016-01;Sonderabfall;Hg Bruch;Annahmestelle;;Apotheken / Drogerien;;1.0;0.001
